pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder10//film-score-emotion-survey/audioFolder10/sparkleyournameradwimps_sample_1.mp3,11.0953436807095,0.395,0.696,"Overall, happy but slightly aggressive. Danceable on account of the 3/4 lilt. First marker intriguing build up, second marker high energy climax, third marker surprising pull back to the piano solo",never-heard-this,_ske6mg95q,Your Name.,Radwimps,Sparkle,2016,1,Makoto Shinkai,Animation Drama Fantasy,FR9W11818769,1,3,"marker intriguing build up,",third marker surprising pull back piano solo,aggressive,5.0,sparkleyournameradwimpssample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/sparkleyournameradwimps_sample_2.mp3,4.44,0.346,0.631,"All the atmosphere I can get is giggling. The first part was very silly, that was my feeling. I was already feeling happy and a little lonely. Marker second is a point where I not fully expected due to the piano notes, but made me feel cozy, with marker three being the best finally for making me feel delighted, being really calmed at the end.",definitely-familiar,_1cpqpmytm,Your Name.,Radwimps,Sparkle,2016,1,Makoto Shinkai,Animation Drama Fantasy,FR9W11818769,1,1,All the atmosphere I can get is giggling. The,"All atmosphere I can get is giggling. first part was silly, that was my. I was already",atmosphere,6.0,sparkleyournameradwimpssample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/sparkleyournameradwimps_sample_2.mp3,8.08366297468355,0.506,0.801,"All the atmosphere I can get is giggling. The first part was very silly, that was my feeling. I was already feeling happy and a little lonely. Marker second is a point where I not fully expected due to the piano notes, but made me feel cozy, with marker three being the best finally for making me feel delighted, being really calmed at the end.",definitely-familiar,_1cpqpmytm,Your Name.,Radwimps,Sparkle,2016,1,Makoto Shinkai,Animation Drama Fantasy,FR9W11818769,1,2,"part was very silly, that was my feeling. I was already feeling happy","happy a little lonely. Marker second is a where I not fully expected due piano notes, but made",happy,8.0,sparkleyournameradwimpssample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/sparkleyournameradwimps_sample_2.mp3,11.8558148734177,0.101,0.916,"All the atmosphere I can get is giggling. The first part was very silly, that was my feeling. I was already feeling happy and a little lonely. Marker second is a point where I not fully expected due to the piano notes, but made me feel cozy, with marker three being the best finally for making me feel delighted, being really calmed at the end.",definitely-familiar,_1cpqpmytm,Your Name.,Radwimps,Sparkle,2016,1,Makoto Shinkai,Animation Drama Fantasy,FR9W11818769,1,3,a little lonely. Marker,"me cozy, with marker three being best finally for making me delighted, being really calmed at.",est,8.0,sparkleyournameradwimpssample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_1.mp3,14.608253968254,-0.719,-0.76,bored,familiar-feeling-not-familiar,_rdash7p86,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,1,bored,bored,ored,7.0,themeofmsokuderaradwimpsyournamesample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_1.mp3,0.178076171875001,-0.376,0.533,The feeling in this excerpt is quite homogenous to me. It is relaxed and contemplative.,never-heard-this,_w3jmue00l,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,1,The feeling in this excerpt is quite homogenous to me. It is relaxed,in is quite homogenous to me. It is relaxed contemplative.,relaxed,0.0,themeofmsokuderaradwimpsyournamesample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,0.0983904152914359,-0.679,0.36,"Overall this excerpt feels leisurely and relaxing. Although there are mood changes between markers 1 and 2 due to the melody, I still feel at ease as if I'm being lulled to sleep.",not-sure,_7jm0obbi1,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,1,Overall this excerpt feels leisurely,leisurely relaxing. Although re are mood,leisurely,0.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,3.6763322041569100,-0.715,-0.085,"Overall this excerpt feels leisurely and relaxing. Although there are mood changes between markers 1 and 2 due to the melody, I still feel at ease as if I'm being lulled to sleep.",not-sure,_7jm0obbi1,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,2,relaxing. Although there are mood changes between markers 1,"changes between 1 2 due melody, I",relaxing,0.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,11.6187460889229,-0.834,0.215,"Overall this excerpt feels leisurely and relaxing. Although there are mood changes between markers 1 and 2 due to the melody, I still feel at ease as if I'm being lulled to sleep.",not-sure,_7jm0obbi1,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,3,"2 due to the melody, I still feel at ease as if I'm being lulled to sleep",still at ease as if I'm being lulled to sleep.,at\ ease,0.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,14.8,0.372,0.731,it made feel in peace. Relaxed. I absolute love the sound of a guitar.,never-heard-this,_c30bxpudl,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Drama Fantasy,JPPO01618957,1,1,it made feel in peace. Relaxed. I absolute love the sound of a guitar,it made in peace. Relaxed. I absolute love sound guitar.,love,0.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,3.62123015873016,0.0,0.0,"Calming. The first marker felt like a bit more story like. The second marker hits a bad chord so I didn't like that. This is the final clue that all these excerpts were generated by an AI program. In fact, there's probably a slider where you slide around 'energy' and 'positivity' and this study is to see how ""accurate"" the model is.

That is not how film music works, because it needs to tie into the both the visuals and the story. Feeling isn't a score.That said, this approach with AI might be profitable as an app to generate background music for people who don't know anything about music or film. Energetic and positive cat videos, or maybe slow and sad 'This is how it feels to lose your boyfriend' instagram posts.

Interesting and worthy of a study and experiment, but allow me to paraphrase David Lynch talking about watching films on a phone, to explain what I think the result is:

If you're scoring music with AI, you will never in a trillion years merge the music into the film. You'll think you have done it, but you'll be cheated. It's such a sadness, that you think you've scored a film, with f**king AI. Get real.",never-heard-this,_kkir0atz9,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,1,Calming. The,"Calming. first marker felt a bit more story. second marker hits a bad chord so I didn't that. This is final clue that all se s were generated by an AI program. In fact, re's probably a slider where you slide around 'energy' 'positivity' this study is to see how ""accurate"" model is. That is not how film music works, because it needs to tie in both visuals story. isn't a score.That said, this approach with AI might be profitable as an app to generate background music for people who",energy,2.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/themeofmsokudera_radwimps_your_name_sample_2.mp3,8.10354875283447,-0.744,0.485,"Calming. The first marker felt like a bit more story like. The second marker hits a bad chord so I didn't like that. This is the final clue that all these excerpts were generated by an AI program. In fact, there's probably a slider where you slide around 'energy' and 'positivity' and this study is to see how ""accurate"" the model is.

That is not how film music works, because it needs to tie into the both the visuals and the story. Feeling isn't a score.That said, this approach with AI might be profitable as an app to generate background music for people who don't know anything about music or film. Energetic and positive cat videos, or maybe slow and sad 'This is how it feels to lose your boyfriend' instagram posts.

Interesting and worthy of a study and experiment, but allow me to paraphrase David Lynch talking about watching films on a phone, to explain what I think the result is:

If you're scoring music with AI, you will never in a trillion years merge the music into the film. You'll think you have done it, but you'll be cheated. It's such a sadness, that you think you've scored a film, with f**king AI. Get real.",never-heard-this,_kkir0atz9,Your Name.,Radwimps,Theme of Ms. Okudera,2016,0,Makoto Shinkai,Animation Drama Fantasy,JPPO01618957,1,2,marker felt like a bit more story like. The,"don't know anything about music or film. Energetic positive cat videos, or maybe slow sad 'This is how it to lose your boyfriend' instagram posts. Interesting worthy study experiment, but allow me to paraphrase David Lynch talking about watching films on a phone, to explain what I think result is: If you're scoring music with AI, you will never in a trillion years merge music in film. You'll think you have done it, but you'll be cheated. It's such a sadness, that you think you've scored a film, with f**king AI. Get real.",sad,4.0,themeofmsokuderaradwimpsyournamesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,0.0,0.554,0.54,Haha! Saved the best until last Ruby :-) This track feels so good to dance to. Nile Rodgers is a genius arranger. I love the descending strings before the chorus.  It just makes me want to dance. ,definitely-familiar,_n7kwxb5sp,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Adventure Comedy,FR9W11818769,1,1,Saved the best until last Ruby,Haha! Saved best until last Ruby :-) This track,est,8.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,0.0,0.744,0.73,Haha! Saved the best until last Ruby :-) This track feels so good to dance to. Nile Rodgers is a genius arranger. I love the descending strings before the chorus.  It just makes me want to dance. ,definitely-familiar,_n7kwxb5sp,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Adventure Comedy,FR9W11818769,1,2,Saved the best until last Ruby :-) This track feels so good to dance to.,so good to dance to. Nile Rodgers is a,good,8.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,0.0,0.364,0.36,Haha! Saved the best until last Ruby :-) This track feels so good to dance to. Nile Rodgers is a genius arranger. I love the descending strings before the chorus.  It just makes me want to dance. ,definitely-familiar,_n7kwxb5sp,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Adventure Comedy,FR9W11818769,1,3,Nile Rodgers is a genius arranger.,genius arranger. I love descending strings before chorus.,love,0.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,14.8,0.0,0.0,Haha! Saved the best until last Ruby :-) This track feels so good to dance to. Nile Rodgers is a genius arranger. I love the descending strings before the chorus.  It just makes me want to dance. ,definitely-familiar,_n7kwxb5sp,Under The Skin,Mica Levi,Love,2013,0,Jonathan Glazer,Animation Adventure Comedy,FR9W11818769,1,4,I love the descending strings before the chorus.,It makes me want to dance.,dance,8.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,3.86031746031746,0.0,0.0,A boost of energy and good humour,definitely-familiar,_p44ad1wtv,Toy Story 3,Chic,Le Freak,2010,1,Lee Unkrich,Animation Adventure Comedy,FR9W11818769,1,1,A boost,A boost of,oost,2.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,8.08054421768708,0.903,0.737,A boost of energy and good humour,definitely-familiar,_p44ad1wtv,Toy Story 3,Chic,Le Freak,2010,1,Lee Unkrich,Animation Adventure Comedy,FR9W11818769,1,2,of energy,energy good,energy,2.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/toystory3lefreak_chic_sample_1.mp3,12.0395464852608,0.903,0.737,A boost of energy and good humour,definitely-familiar,_p44ad1wtv,Toy Story 3,Chic,Le Freak,2010,1,Lee Unkrich,Animation Adventure Comedy,FR9W11818769,1,3,and good humour,humour,humour,8.0,toystory3lefreakchicsample1mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,1.34290021153876,-0.333,0.625,"Calm, restful, floating on a river. A jolt in mood at the end - distrupted peacefulness",never-heard-this,_8yvh3dx5e,The Tree of Life,Alexandre Desplat,River,2011,0,Terrence Malick,Drama,GBMEZ2152245,1,1,"Calm, restful, floating on a","Calm, restful, floating on a river.",calm,0.0,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,6.71831971267254,-0.067,0.67,"Calm, restful, floating on a river. A jolt in mood at the end - distrupted peacefulness",never-heard-this,_8yvh3dx5e,The Tree of Life,Alexandre Desplat,River,2011,0,Terrence Malick,Drama,GBMEZ2152245,1,2,river. A jolt in mood,A jolt in mood at,jolt\ in,,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,14.8,0.098,0.15,"Calm, restful, floating on a river. A jolt in mood at the end - distrupted peacefulness",never-heard-this,_8yvh3dx5e,The Tree of Life,Alexandre Desplat,River,2011,0,Terrence Malick,Drama,GBMEZ2152245,1,3,at the end - distrupted peacefulness,end - distrupted peacefulness,distrupted,3.0,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,0.503355704697987,-0.546,0.265,Feels quite relaxing. I feel like I'm with American Indians (before America has been substanitially colonised by Europeans). Or else I feel like I'm in nature.,familiar-feeling-not-familiar,_aitz8t13k,The Gravedigger's Wife,Andre Matthias,Walking Home,2021,0,Khadar Ayderus Ahmed,Drama,GBMEZ2152245,1,1,Feels quite relaxing. I feel like,quite relaxing. I I'm,relaxing,0.0,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,4.42953020134228,-0.336,0.535,Feels quite relaxing. I feel like I'm with American Indians (before America has been substanitially colonised by Europeans). Or else I feel like I'm in nature.,familiar-feeling-not-familiar,_aitz8t13k,The Gravedigger's Wife,Andre Matthias,Walking Home,2021,0,Khadar Ayderus Ahmed,Drama,GBMEZ2152245,1,2,I'm with American Indians (before America,with American Indians (before America has been,nature,0.0,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
/audioFolder10//film-score-emotion-survey/audioFolder10/walking_home_andre_matthias_the_gravediggers_wife_sample_2.mp3,6.88338926174497,-0.341,0.09,Feels quite relaxing. I feel like I'm with American Indians (before America has been substanitially colonised by Europeans). Or else I feel like I'm in nature.,familiar-feeling-not-familiar,_aitz8t13k,The Gravedigger's Wife,Andre Matthias,Walking Home,2021,0,Khadar Ayderus Ahmed,Drama,GBMEZ2152245,1,3,has been substanitially colonised by Europeans).,substanitially colonised by Europeans). Or else I,nature,0.0,walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3
